# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDuration90PMs,1775719666451000000,1775719726459000000,0.0
Indexes.entries.lookupDurationAvgMs,1775719666451000000,1775719726459000000,0.15384615384615385
Indexes.stubs.lookups,1775719666451000000,1775719726459000000,20.0
Indexes.entries.lookupDurationMaxMs,1775719666451000000,1775719726459000000,3.0
Indexes.stubs.lookupDurationAvgMs,1775719666451000000,1775719726459000000,0.1
Indexes.allKeys.lookupDurationMaxMs,1775719666451000000,1775719726459000000,0.0
VFSFlusher.totalFlushes,1775719666451000000,1775719726459000000,3
IndexesFlusher.totalFlushesRetried,1775719666451000000,1775719726459000000,0
IndexesFlusher.totalContentionQuotaSpent,1775719666451000000,1775719726459000000,0
VFSFlusher.totalContentionQuotaSpent,1775719666451000000,1775719726459000000,0
Indexes.entries.lookups,1775719666451000000,1775719726459000000,39.0
Indexes.allKeys.lookupDuration90PMs,1775719666451000000,1775719726459000000,0.0
VFSFlusher.totalFlushesRetried,1775719666451000000,1775719726459000000,0
Indexes.allKeys.lookupDurationAvgMs,1775719666451000000,1775719726459000000,0.0
VFSFlusher.totalFlushingTimeUs,1775719666451000000,1775719726459000000,10667
Indexes.stubs.lookupDurationMaxMs,1775719666451000000,1775719726459000000,2.0
IndexesFlusher.totalFlushes,1775719666451000000,1775719726459000000,58
Indexes.stubs.lookupDuration90PMs,1775719666451000000,1775719726459000000,0.0
IndexesFlusher.totalFlushingTimeUs,1775719666451000000,1775719726459000000,449822
Indexes.allKeys.lookups,1775719666451000000,1775719726459000000,0.0
workspaceModel.collect.changes.ms,1775719666451000000,1775719726459000000,0
workspaceModel.loading.from.cache.ms,1775719666451000000,1775719726459000000,70
workspaceModel.replace.project.model.ms,1775719666451000000,1775719726459000000,0
workspaceModel.pre.handlers.ms,1775719666451000000,1775719726459000000,1
workspaceModel.updates.precise.ms,1775719666451000000,1775719726459000000,15
workspaceModel.check.recursive.update.ms,1775719666451000000,1775719726459000000,0
workspaceModel.updates.count,1775719666451000000,1775719726459000000,3
workspaceModel.loading.total.ms,1775719666451000000,1775719726459000000,76
workspaceModel.updates.ms,1775719666451000000,1775719726459000000,43
workspaceModel.to.snapshot.ms,1775719666451000000,1775719726459000000,0
workspaceModel.update.unloaded.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.initializing.ms,1775719666451000000,1775719726459000000,2
workspaceModel.init.bridges.ms,1775719666451000000,1775719726459000000,2
NonBlockingReadAction.finalizedExecutionsCount,1775719666451000000,1775719726459000000,131
FlushQueue.queueSizeAvg,1775719666451000000,1775719726459000000,10.247191011235955
AWTEventQueue.eventsDispatched,1775719666451000000,1775719726459000000,9265
FlushQueue.queueSize90P,1775719666451000000,1775719726459000000,41
NonBlockingReadAction.failedExecutionsCount,1775719666451000000,1775719726459000000,3
AWTEventQueue.dispatchTimeTotalNS,1775719666451000000,1775719726459000000,4248741596
AWTEventQueue.dispatchTimeMaxNs,1775719666451000000,1775719726459000000,188743679
AWTEventQueue.dispatchTime90PNs,1775719666451000000,1775719726459000000,268287
FlushQueue.waitingTimeMaxNs,1775719666451000000,1775719726459000000,385875967
FlushQueue.executionTimeMaxNs,1775719666451000000,1775719726459000000,184549375
FlushQueue.waitingTimeAvgNs,1775719666451000000,1775719726459000000,3.369721551646648E7
NonBlockingReadAction.failedExecutionTimeUs,1775719666451000000,1775719726459000000,17162
FlushQueue.waitingTime90PNs,1775719666451000000,1775719726459000000,141557759
FlushQueue.tasksExecuted,1775719666451000000,1775719726459000000,2581
FlushQueue.queueSizeMax,1775719666451000000,1775719726459000000,93
NonBlockingReadAction.finalizedExecutionTimeUs,1775719666451000000,1775719726459000000,641883
AWTEventQueue.dispatchTimeAvgNs,1775719666451000000,1775719726459000000,458447.9352401511
FlushQueue.executionTime90PNs,1775719666451000000,1775719726459000000,407551
FlushQueue.executionTimeAvgNs,1775719666451000000,1775719726459000000,801269.6249515691
FilePageCache.pageLoadsAboveSizeThreshold,1775719666451000000,1775719726459000000,0
FilePageCache.pageHits,1775719666451000000,1775719726459000000,0
StreamlinedBlobStorage.recordsRelocated,1775719666451000000,1775719726459000000,0
FilePageCache.maxCacheSizeInBytes,1775719666451000000,1775719726459000000,300982272
FilePageCache.pageLoads,1775719666451000000,1775719726459000000,305
StorageLockContext.competingThreads.max,1775719666451000000,1775719726459000000,0
DirectByteBufferAllocator.misses,1775719666451000000,1775719726459000000,283
DirectByteBufferAllocator.hits,1775719666451000000,1775719726459000000,22
FilePageCache.maxRegisteredFiles,1775719666451000000,1775719726459000000,651
DirectByteBufferAllocator.disposed,1775719666451000000,1775719726459000000,0
FilePageCache.pageFastCacheHits,1775719666451000000,1775719726459000000,61054
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775719666451000000,1775719726459000000,1306022
FilePageCache.totalPageDisposalsUs,1775719666451000000,1775719726459000000,387
StreamlinedBlobStorage.recordsDeleted,1775719666451000000,1775719726459000000,23
DirectByteBufferAllocator.reclaimed,1775719666451000000,1775719726459000000,22
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775719666451000000,1775719726459000000,300982272
FilePageCache.uncachedFileAccess,1775719666451000000,1775719726459000000,181
FilePageCache.capacityInBytes,1775719666451000000,1775719726459000000,524288000
FilePageCache.totalPageLoadsUs,1775719666451000000,1775719726459000000,152083
StorageLockContext.competingThreads.avg,1775719666451000000,1775719726459000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775719666451000000,1775719726459000000,0
StreamlinedBlobStorage.recordsAllocated,1775719666451000000,1775719726459000000,18198
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775719666451000000,1775719726459000000,355631
StorageLockContext.competingThreads.90P,1775719666451000000,1775719726459000000,0
FilePageCache.disposedBuffers,1775719666451000000,1775719726459000000,22
OS.loadAverage,1775719666451000000,1775719726459000000,2.60400390625
JVM.totalCpuTimeMs,1775719666451000000,1775719726459000000,30261
JVM.GC.collections,1775719666451000000,1775719726459000000,25
JVM.usedHeapBytes,1775719666451000000,1775719726459000000,298904064
JVM.threadCount,1775719666451000000,1775719726459000000,136
JVM.GC.collectionTimesMs,1775719666451000000,1775719726459000000,77
JVM.maxHeapBytes,1775719666451000000,1775719726459000000,2147483648
JVM.maxNativeBytes,1775719666451000000,1775719726459000000,-1
JVM.usedNativeBytes,1775719666451000000,1775719726459000000,351269328
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1775719666451000000,1775719726459000000,2
workspaceModel.orphan.listener.update.ms,1775719666451000000,1775719726459000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775719666451000000,1775719726459000000,27
jps.library.entities.serializer.load.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.save.cache.to.file.ms,1775719666451000000,1775719726459000000,31
jps.load.project.to.empty.storage.ms,1775719666451000000,1775719726459000000,27
jps.module.iml.entities.serializer.save.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.global.updates.count,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1775719666451000000,1775719726459000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1775719666451000000,1775719726459000000,36
jps.facet.change.listener.init.bridge.ms,1775719666451000000,1775719726459000000,0
jps.artifact.entities.serializer.load.entities.ms,1775719666451000000,1775719726459000000,0
jps.global.get.library.by.name.ms,1775719666451000000,1775719726459000000,0
jps.global.handle.before.change.events.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1775719666451000000,1775719726459000000,265
workspaceModel.moduleBridge.before.changed.ms,1775719666451000000,1775719726459000000,0
jps.artifact.entities.serializer.save.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775719666451000000,1775719726459000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1775719666451000000,1775719726459000000,4
workspaceModel.moduleManagerBridge.newModule.ms,1775719666451000000,1775719726459000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775719666451000000,1775719726459000000,0
jps.library.entities.serializer.save.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleBridge.update.option.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775719666451000000,1775719726459000000,0
jps.app.storage.content.writer.save.component.ms,1775719666451000000,1775719726459000000,0
jps.app.storage.content.reader.load.component.ms,1775719666451000000,1775719726459000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775719666451000000,1775719726459000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775719666451000000,1775719726459000000,11
jps.reload.project.entities.ms,1775719666451000000,1775719726459000000,0
jps.global.initialize.library.bridges.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775719666451000000,1775719726459000000,0
jps.project.serializers.save.ms,1775719666451000000,1775719726459000000,0
jps.module.iml.entities.serializer.load.entities.ms,1775719666451000000,1775719726459000000,6
workspaceModel.load.cache.from.file.ms,1775719666451000000,1775719726459000000,69
jps.storage.jps.conf.reader.load.component.ms,1775719666451000000,1775719726459000000,3
workspaceModel.global.updates.ms,1775719666451000000,1775719726459000000,0
jps.global.handle.changed.events.ms,1775719666451000000,1775719726459000000,0
jps.global.get.libraries.ms,1775719666451000000,1775719726459000000,0
workspaceModel.sync.entities.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775719666451000000,1775719726459000000,0
jps.load.initial.state.ms,1775719666451000000,1775719726459000000,4
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1775719666451000000,1775719726459000000,4
workspaceModel.mutableEntityStorage.resolve.ms,1775719666451000000,1775719726459000000,0
jps.save.changed.project.entities.ms,1775719666451000000,1775719726459000000,0
jps.global.initialize.library.bridges.after.loading.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1775719666451000000,1775719726459000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1775719666451000000,1775719726459000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1775719666451000000,1775719726459000000,0
jps.global.get.library.ms,1775719666451000000,1775719726459000000,0
jps.project.serializers.load.ms,1775719666451000000,1775719726459000000,11
workspaceModel.global.apply.state.to.project.ms,1775719666451000000,1775719726459000000,34
jps.facet.change.listener.before.change.events.ms,1775719666451000000,1775719726459000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1775719666451000000,1775719726459000000,0
jps.apply.loaded.storage.ms,1775719666451000000,1775719726459000000,9
jps.facet.change.listener.process.change.events.ms,1775719666451000000,1775719726459000000,0
jps.save.global.entities.ms,1775719666451000000,1775719726459000000,0
FileNameCache.totalMisses,1775719666451000000,1775719726459000000,11268
FileNameCache.fastMisses,1775719666451000000,1775719726459000000,62161
FileNameCache.queries,1775719666451000000,1775719726459000000,646570
Indexes.entries.lookupDuration90PMs,1775719726459000000,1775719786455000000,0.0
Indexes.entries.lookupDurationAvgMs,1775719726459000000,1775719786455000000,0.0
Indexes.stubs.lookups,1775719726459000000,1775719786455000000,0.0
Indexes.entries.lookupDurationMaxMs,1775719726459000000,1775719786455000000,0.0
Indexes.stubs.lookupDurationAvgMs,1775719726459000000,1775719786455000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1775719726459000000,1775719786455000000,0.0
VFSFlusher.totalFlushes,1775719726459000000,1775719786455000000,0
IndexesFlusher.totalFlushesRetried,1775719726459000000,1775719786455000000,0
IndexesFlusher.totalContentionQuotaSpent,1775719726459000000,1775719786455000000,0
VFSFlusher.totalContentionQuotaSpent,1775719726459000000,1775719786455000000,0
Indexes.entries.lookups,1775719726459000000,1775719786455000000,0.0
Indexes.allKeys.lookupDuration90PMs,1775719726459000000,1775719786455000000,0.0
VFSFlusher.totalFlushesRetried,1775719726459000000,1775719786455000000,0
Indexes.allKeys.lookupDurationAvgMs,1775719726459000000,1775719786455000000,0.0
VFSFlusher.totalFlushingTimeUs,1775719726459000000,1775719786455000000,0
Indexes.stubs.lookupDurationMaxMs,1775719726459000000,1775719786455000000,0.0
IndexesFlusher.totalFlushes,1775719726459000000,1775719786455000000,59
Indexes.stubs.lookupDuration90PMs,1775719726459000000,1775719786455000000,0.0
IndexesFlusher.totalFlushingTimeUs,1775719726459000000,1775719786455000000,415020
Indexes.allKeys.lookups,1775719726459000000,1775719786455000000,0.0
workspaceModel.collect.changes.ms,1775719726459000000,1775719786455000000,0
workspaceModel.loading.from.cache.ms,1775719726459000000,1775719786455000000,70
workspaceModel.replace.project.model.ms,1775719726459000000,1775719786455000000,0
workspaceModel.pre.handlers.ms,1775719726459000000,1775719786455000000,1
workspaceModel.updates.precise.ms,1775719726459000000,1775719786455000000,15
workspaceModel.check.recursive.update.ms,1775719726459000000,1775719786455000000,0
workspaceModel.updates.count,1775719726459000000,1775719786455000000,3
workspaceModel.loading.total.ms,1775719726459000000,1775719786455000000,76
workspaceModel.updates.ms,1775719726459000000,1775719786455000000,43
workspaceModel.to.snapshot.ms,1775719726459000000,1775719786455000000,0
workspaceModel.update.unloaded.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.initializing.ms,1775719726459000000,1775719786455000000,2
workspaceModel.init.bridges.ms,1775719726459000000,1775719786455000000,2
NonBlockingReadAction.finalizedExecutionsCount,1775719726459000000,1775719786455000000,32
FlushQueue.queueSizeAvg,1775719726459000000,1775719786455000000,0.4934362934362934
AWTEventQueue.eventsDispatched,1775719726459000000,1775719786455000000,9942
FlushQueue.queueSize90P,1775719726459000000,1775719786455000000,1
NonBlockingReadAction.failedExecutionsCount,1775719726459000000,1775719786455000000,1
AWTEventQueue.dispatchTimeTotalNS,1775719726459000000,1775719786455000000,2518143426
AWTEventQueue.dispatchTimeMaxNs,1775719726459000000,1775719786455000000,83361791
AWTEventQueue.dispatchTime90PNs,1775719726459000000,1775719786455000000,257023
FlushQueue.waitingTimeMaxNs,1775719726459000000,1775719786455000000,260046847
FlushQueue.executionTimeMaxNs,1775719726459000000,1775719786455000000,99614719
FlushQueue.waitingTimeAvgNs,1775719726459000000,1775719786455000000,1417952.5745173746
NonBlockingReadAction.failedExecutionTimeUs,1775719726459000000,1775719786455000000,91
FlushQueue.waitingTime90PNs,1775719726459000000,1775719786455000000,417791
FlushQueue.tasksExecuted,1775719726459000000,1775719786455000000,1295
FlushQueue.queueSizeMax,1775719726459000000,1775719786455000000,54
NonBlockingReadAction.finalizedExecutionTimeUs,1775719726459000000,1775719786455000000,1575
AWTEventQueue.dispatchTimeAvgNs,1775719726459000000,1775719786455000000,253227.98149265742
FlushQueue.executionTime90PNs,1775719726459000000,1775719786455000000,116735
FlushQueue.executionTimeAvgNs,1775719726459000000,1775719786455000000,469847.5907335907
FilePageCache.pageLoadsAboveSizeThreshold,1775719726459000000,1775719786455000000,0
FilePageCache.pageHits,1775719726459000000,1775719786455000000,0
StreamlinedBlobStorage.recordsRelocated,1775719726459000000,1775719786455000000,0
FilePageCache.maxCacheSizeInBytes,1775719726459000000,1775719786455000000,300982272
FilePageCache.pageLoads,1775719726459000000,1775719786455000000,0
StorageLockContext.competingThreads.max,1775719726459000000,1775719786455000000,0
DirectByteBufferAllocator.misses,1775719726459000000,1775719786455000000,0
DirectByteBufferAllocator.hits,1775719726459000000,1775719786455000000,0
FilePageCache.maxRegisteredFiles,1775719726459000000,1775719786455000000,651
DirectByteBufferAllocator.disposed,1775719726459000000,1775719786455000000,0
FilePageCache.pageFastCacheHits,1775719726459000000,1775719786455000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1775719726459000000,1775719786455000000,0
FilePageCache.totalPageDisposalsUs,1775719726459000000,1775719786455000000,0
StreamlinedBlobStorage.recordsDeleted,1775719726459000000,1775719786455000000,0
DirectByteBufferAllocator.reclaimed,1775719726459000000,1775719786455000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1775719726459000000,1775719786455000000,300982272
FilePageCache.uncachedFileAccess,1775719726459000000,1775719786455000000,0
FilePageCache.capacityInBytes,1775719726459000000,1775719786455000000,524288000
FilePageCache.totalPageLoadsUs,1775719726459000000,1775719786455000000,0
StorageLockContext.competingThreads.avg,1775719726459000000,1775719786455000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1775719726459000000,1775719786455000000,0
StreamlinedBlobStorage.recordsAllocated,1775719726459000000,1775719786455000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1775719726459000000,1775719786455000000,0
StorageLockContext.competingThreads.90P,1775719726459000000,1775719786455000000,0
FilePageCache.disposedBuffers,1775719726459000000,1775719786455000000,0
OS.loadAverage,1775719726459000000,1775719786455000000,3.37939453125
JVM.totalCpuTimeMs,1775719726459000000,1775719786455000000,19337
JVM.GC.collections,1775719726459000000,1775719786455000000,18
JVM.usedHeapBytes,1775719726459000000,1775719786455000000,542814616
JVM.threadCount,1775719726459000000,1775719786455000000,88
JVM.GC.collectionTimesMs,1775719726459000000,1775719786455000000,60
JVM.maxHeapBytes,1775719726459000000,1775719786455000000,2147483648
JVM.maxNativeBytes,1775719726459000000,1775719786455000000,-1
JVM.usedNativeBytes,1775719726459000000,1775719786455000000,397045416
workspaceModel.moduleManagerBridge.create.module.instance.ms,1775719726459000000,1775719786455000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1775719726459000000,1775719786455000000,2
workspaceModel.orphan.listener.update.ms,1775719726459000000,1775719786455000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1775719726459000000,1775719786455000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1775719726459000000,1775719786455000000,27
jps.library.entities.serializer.load.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.save.cache.to.file.ms,1775719726459000000,1775719786455000000,31
jps.load.project.to.empty.storage.ms,1775719726459000000,1775719786455000000,27
jps.module.iml.entities.serializer.save.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.global.updates.count,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1775719726459000000,1775719786455000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1775719726459000000,1775719786455000000,36
jps.facet.change.listener.init.bridge.ms,1775719726459000000,1775719786455000000,0
jps.artifact.entities.serializer.load.entities.ms,1775719726459000000,1775719786455000000,0
jps.global.get.library.by.name.ms,1775719726459000000,1775719786455000000,0
jps.global.handle.before.change.events.ms,1775719726459000000,1775719786455000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1775719726459000000,1775719786455000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1775719726459000000,1775719786455000000,265
workspaceModel.moduleBridge.before.changed.ms,1775719726459000000,1775719786455000000,0
jps.artifact.entities.serializer.save.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1775719726459000000,1775719786455000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1775719726459000000,1775719786455000000,4
workspaceModel.moduleManagerBridge.newModule.ms,1775719726459000000,1775719786455000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1775719726459000000,1775719786455000000,0
jps.library.entities.serializer.save.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.moduleBridge.update.option.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1775719726459000000,1775719786455000000,0
jps.app.storage.content.writer.save.component.ms,1775719726459000000,1775719786455000000,0
jps.app.storage.content.reader.load.component.ms,1775719726459000000,1775719786455000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1775719726459000000,1775719786455000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1775719726459000000,1775719786455000000,11
jps.reload.project.entities.ms,1775719726459000000,1775719786455000000,0
jps.global.initialize.library.bridges.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.entities.ms,1775719726459000000,1775719786455000000,0
jps.project.serializers.save.ms,1775719726459000000,1775719786455000000,0
jps.module.iml.entities.serializer.load.entities.ms,1775719726459000000,1775719786455000000,6
workspaceModel.load.cache.from.file.ms,1775719726459000000,1775719786455000000,69
jps.storage.jps.conf.reader.load.component.ms,1775719726459000000,1775719786455000000,3
workspaceModel.global.updates.ms,1775719726459000000,1775719786455000000,0
jps.global.handle.changed.events.ms,1775719726459000000,1775719786455000000,0
jps.global.get.libraries.ms,1775719726459000000,1775719786455000000,0
workspaceModel.sync.entities.ms,1775719726459000000,1775719786455000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1775719726459000000,1775719786455000000,0
jps.load.initial.state.ms,1775719726459000000,1775719786455000000,4
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1775719726459000000,1775719786455000000,0
